SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2425 L St NW #730,Washington,DC,20037,1349000,2,2.0,Central,1405,,2006,4,960,1160,Active,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-730/home/11745885,MRIS,DC10260847,N,Y,38.904343,-77.0523268
MLS Listing,,Townhouse,1326 Allison St NE,Washington,DC,20017,765000,3,3.0,Brookland,1794,4077,1931,4,426,,Active,,,http://www.redfin.com/DC/Washington/1326-Allison-St-NE-20017/home/10092897,MRIS,DC10272142,N,Y,38.945385,-76.9874169
MLS Listing,,Single Family Residential,1527 Farragut St NW,Washington,DC,20011,1399000,5,3.5,16th Street Heights,5000,9760,1911,4,280,,Active,,,http://www.redfin.com/DC/Washington/1527-Farragut-St-NW-20011/home/10017444,MRIS,DC10272126,N,Y,38.9510025,-77.0354645
MLS Listing,,Condo/Co-op,3900 Cathedral Ave NW Unit 604A,Washington,DC,20016,689000,2,2.0,Observatory Circle,1600,,1931,4,431,1814,Active,,,http://www.redfin.com/DC/Washington/3900-Cathedral-Ave-NW-20016/unit-604A/home/88837355,MRIS,DC10263709,N,Y,38.9289305,-77.0771668
MLS Listing,,Single Family Residential,3722 30th Pl NE,Washington,DC,20018,795000,5,3.5,Woodridge,3330,5000,2018,4,239,,Active,,,http://www.redfin.com/DC/Washington/3722-30th-Pl-NE-20018/home/146053261,MRIS,DC10272101,N,Y,38.9357366,-76.9662142
MLS Listing,,Condo/Co-op,1111 24th St NW Unit 7F,Washington,DC,20037,2715000,2,2.0,West End,2249,,2018,4,1207,2376,Active,,,http://www.redfin.com/DC/Washington/1111-24th-St-NW-20037/unit-7F/home/143996376,MRIS,DC10272098,N,Y,38.9041312,-77.0511178
MLS Listing,,Single Family Residential,2216 Randolph St NE,Washington,DC,20018,500000,3,1.5,Woodridge,1176,4333,1939,4,425,,Active,,,http://www.redfin.com/DC/Washington/2216-Randolph-St-NE-20018/home/10103679,MRIS,DC10272078,N,Y,38.938483,-76.9731947
MLS Listing,,Townhouse,1113 Allison St NW,Washington,DC,20011,525000,4,2.0,16th Street Heights,1322,3126,1915,4,397,,Active,,,http://www.redfin.com/DC/Washington/1113-Allison-St-NW-20011/home/10034855,MRIS,DC10272059,N,Y,38.945354,-77.027304
MLS Listing,,Townhouse,213 9th St SE,Washington,DC,20003,1245000,3,3.5,Capitol Hill,1770,1303,1969,4,703,,Active,,,http://www.redfin.com/DC/Washington/213-9th-St-SE-20003/home/9903486,MRIS,DC10272026,N,Y,38.8871448,-76.9939961
MLS Listing,,Townhouse,1511 33rd St NW,Washington,DC,20007,1995000,4,4.0,Georgetown,1872,1633,1900,4,1066,,Active,,,http://www.redfin.com/DC/Washington/1511-33rd-St-NW-20007/home/9927975,MRIS,DC10271912,N,Y,38.9091456,-77.0658997
MLS Listing,,Condo/Co-op,240 Hamilton St NW #3,Washington,DC,20011,219900,2,1.0,Petworth,570,,1936,4,386,200,Active,,,http://www.redfin.com/DC/Washington/240-Hamilton-St-NW-20011/unit-3/home/11745362,MRIS,DC10271862,N,Y,38.9529836,-77.0150716
MLS Listing,,Single Family Residential,4711 Reservoir Rd NW,Washington,DC,20007,985000,4,3.0,Berkley,2350,5314,1940,4,419,,Active,,,http://www.redfin.com/DC/Washington/4711-Reservoir-Rd-NW-20007/home/9940245,MRIS,DC10271828,N,Y,38.9143913,-77.090239
MLS Listing,,Townhouse,2550 University Pl NW #3,Washington,DC,20009,699999,2,2.0,Columbia Heights,1292,,1910,4,542,306,Active,,,http://www.redfin.com/DC/Washington/2550-University-Pl-NW-20009/unit-3/home/47596406,MRIS,DC10271801,N,Y,38.9227106,-77.0341713
MLS Listing,,Townhouse,3627 18th St NE,Washington,DC,20018,475000,2,2.0,Woodridge,840,1402,1927,4,565,,Active,,,http://www.redfin.com/DC/Washington/3627-18th-St-NE-20018/home/10101901,MRIS,DC10271795,N,Y,38.9348129,-76.9794839
MLS Listing,,Condo/Co-op,3901 Tunlaw Rd NW #103,Washington,DC,20007,321000,2,1.0,Observatory Circle,979,,1952,4,328,567,Active,,,http://www.redfin.com/DC/Washington/3901-Tunlaw-Rd-NW-20007/unit-103/home/9964966,MRIS,DC10271735,N,Y,38.9259736,-77.0781747
MLS Listing,,Townhouse,638 Newton Pl NW Unit A,Washington,DC,20010,899900,4,3.5,Columbia Hts / Petworth,2200,,2018,4,409,329,Active,,,http://www.redfin.com/DC/Washington/638-Newton-Pl-NW-20010/unit-A/home/146051474,MRIS,DC10271680,N,Y,38.9336259,-77.023023
MLS Listing,,Condo/Co-op,525 Park Rd NW #201,Washington,DC,20010,539900,2,2.0,Columbia Heights,937,,2018,4,576,246,Active,,,http://www.redfin.com/DC/Washington/525-Park-Rd-NW-20010/unit-201/home/145315647,MRIS,DC10271657,N,Y,38.9331468,-77.0213171
MLS Listing,,Townhouse,640 Newton Pl NW Unit A,Washington,DC,20010,899900,4,3.5,Columbia Hts / Petworth,2200,,2018,4,409,164,Active,,,http://www.redfin.com/DC/Washington/640-Newton-Pl-NW-20010/unit-A/home/145695439,MRIS,DC10271632,N,Y,38.9336305,-77.0230606
MLS Listing,,Townhouse,113 Bloomingdale Ct NW,Washington,DC,20001,1495000,2,2.5,Ledroit Park,3200,1600,1909,4,467,,Active,,,http://www.redfin.com/DC/Washington/113-Bloomingdale-Ct-NW-20001/home/10188501,MRIS,DC10261251,N,Y,38.9174842,-77.0127919
MLS Listing,,Townhouse,1710 Gainesville St SE,Washington,DC,20020,331200,3,3.0,Randle Heights,2180,436,2018,4,152,,Active,,,http://www.redfin.com/DC/Washington/1710-Gainesville-St-SE-20020/home/146051160,MRIS,DC10271606,N,Y,38.8554915,-76.9802495
MLS Listing,,Townhouse,1670 Kramer St NE,Washington,DC,20002,564000,3,2.5,Old City #1,888,600,1900,4,635,,Active,,,http://www.redfin.com/DC/Washington/1670-Kramer-St-NE-20002/home/10113995,MRIS,DC10271585,N,Y,38.8979055,-76.9805414
MLS Listing,,Single Family Residential,6355 Utah Ave NW,Washington,DC,20015,1099000,4,3.5,Chevy Chase,2146,5463,1935,4,512,,Active,,,http://www.redfin.com/DC/Washington/6355-Utah-Ave-NW-20015/home/9995817,MRIS,DC10271568,N,Y,38.974613,-77.064989
MLS Listing,,Townhouse,3 Rhode Island Ave NE,Washington,DC,20002,899950,3,3.0,Eckington,1724,1318,1910,4,522,,Active,,,http://www.redfin.com/DC/Washington/3-Rhode-Island-Ave-NE-20002/home/10072242,MRIS,DC10260082,N,Y,38.916624,-77.008673
MLS Listing,,Single Family Residential,2928 44th Pl NW,Washington,DC,20016,3750000,7,6.0,Wesley Heights,2088,8000,1927,4,1796,,Active,,,http://www.redfin.com/DC/Washington/2928-44th-Pl-NW-20016/home/9956192,MRIS,DC10271536,N,Y,38.9283883,-77.0876763
MLS Listing,,Single Family Residential,5023 ESKRIDGE Ter NW,WASHINGTON,DC,20016,889000,4,3.0,WASHINGTON,2498,8019,1956,4,356,,Active,,,http://www.redfin.com/DC/Washington/5023-Eskridge-Ter-NW-20016/home/9941837,BRIGHT MLS,1001839112,N,Y,38.9257105,-77.0992308
MLS Listing,,Single Family Residential,5023 Eskridge Ter NW,Washington,DC,20016,889000,4,3.0,Kent,2498,8019,1956,4,356,,Active,,,http://www.redfin.com/DC/Washington/5023-Eskridge-Ter-NW-20016/home/9941842,MRIS,DC10268085,N,Y,38.9257105,-77.0992308
MLS Listing,,Condo/Co-op,2301 Champlain St NW #314,Washington,DC,20009,599900,2,2.0,Mount Pleasant,900,,2004,4,667,350,Active,June-24-2018 02:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/2301-Champlain-St-NW-20009/unit-314/home/10195315,MRIS,DC10271479,N,Y,38.920823,-77.0408396
MLS Listing,,Condo/Co-op,3701 Connecticut Ave NW #323,Washington,DC,20008,295000,1,1.0,Forest Hills,719,,1951,4,410,753,Active,,,http://www.redfin.com/DC/Washington/3701-Connecticut-Ave-NW-20008/unit-323/home/9990952,MRIS,DC10271448,N,Y,38.9383349,-77.0592347
MLS Listing,,Townhouse,2150 Florida Ave NW,Washington,DC,20008,1800000,5,5.5,Old City #2,2944,1250,1900,4,611,,Active,,,http://www.redfin.com/DC/Washington/2150-Florida-Ave-NW-20008/home/9050581,MRIS,DC10271445,N,Y,38.9123371,-77.0475301
MLS Listing,,Townhouse,522 Hobart Pl NW,Washington,DC,20001,634900,3,2.5,Columbia Heights,1395,,1916,4,455,175,Active,,,http://www.redfin.com/DC/Washington/522-Hobart-Pl-NW-20001/home/143341673,MRIS,DC10271408,N,Y,38.927814,-77.0214589
MLS Listing,,Townhouse,1106 Constitution Ave NE,Washington,DC,20002,1275000,5,3.5,Capitol Hill,1536,1650,1915,4,830,,Active,,,http://www.redfin.com/DC/Washington/1106-Constitution-Ave-NE-20002/home/9908562,MRIS,DC10271402,N,Y,38.8922027,-76.9911613
MLS Listing,,Townhouse,211 17th St NE,Washington,DC,20002,999999,4,3.5,Old City #1,2214,1420,1928,4,452,,Active,,,http://www.redfin.com/DC/Washington/211-17th-St-NE-20002/home/9921084,MRIS,DC10271392,N,Y,38.8924228,-76.9804964
MLS Listing,,Condo/Co-op,3100 Connecticut Ave NW #119,Washington,DC,20008,275000,0,1.0,Garfield,530,,1923,4,519,299,Active,,,http://www.redfin.com/DC/Washington/3100-Connecticut-Ave-NW-20008/unit-119/home/9986878,MRIS,DC10271375,N,Y,38.9306962,-77.0565813
MLS Listing,,Townhouse,1324 Vermont Ave NW,Washington,DC,20005,3500000,8,6.5,Logan Circle,4439,3714,1883,4,788,,Active,,,http://www.redfin.com/DC/Washington/1324-Vermont-Ave-NW-20005/home/9872540,MRIS,DC10271358,N,Y,38.908401,-77.03088
MLS Listing,,Condo/Co-op,1300 Massachusetts Ave NW #302,Washington,DC,20005,399000,1,1.0,Central,712,,1890,4,560,487,Active,,,http://www.redfin.com/DC/Washington/1300-Massachusetts-Ave-NW-20005/unit-302/home/104293384,MRIS,DC10271353,N,Y,38.9046822,-77.0300442
MLS Listing,,Townhouse,1515 K St SE #2,Washington,DC,20003,569900,2,2.0,Capitol Hill East,972,,1949,4,586,192,Active,,,http://www.redfin.com/DC/Washington/1515-K-St-SE-20003/unit-2/home/145998043,MRIS,DC10271334,N,Y,38.878134,-76.982837
MLS Listing,,Condo/Co-op,1816 New Hampshire Ave NW #705,Washington,DC,20009,295000,1,1.0,Dupont,472,,1965,4,625,400,Active,,,http://www.redfin.com/DC/Washington/1816-New-Hampshire-Ave-NW-20009/unit-705/home/9858726,MRIS,DC10271317,N,Y,38.9148931,-77.0387706
MLS Listing,,Condo/Co-op,804 Taylor St NW #405,Washington,DC,20011,345804,1,1.0,Petworth,616,,1957,4,561,236,Active,June-23-2018 02:00 PM,June-23-2018 04:00 PM,http://www.redfin.com/DC/Washington/804-Taylor-St-NW-20011/unit-405/home/39956289,MRIS,DC10271306,N,Y,38.9405573,-77.0239038
MLS Listing,,Condo/Co-op,310 V St NE #2,Washington,DC,20002,749900,3,2.5,Eckington,,,2018,4,,193,Active,,,http://www.redfin.com/DC/Washington/310-V-St-NE-20002/unit-2/home/146050155,MRIS,DC10271297,N,Y,38.918352,-77.001444
MLS Listing,,Townhouse,2227 15th St NE,Washington,DC,20018,599993,3,3.5,Brentwood,1632,1464,1951,4,368,,Active,,,http://www.redfin.com/DC/Washington/2227-15th-St-NE-20018/home/10098408,MRIS,DC10271289,N,Y,38.9199161,-76.9818239
MLS Listing,,Single Family Residential,7071 Western Ave NW,Washington,DC,20015,1000000,4,2.5,Chevy Chase,3150,9610,1960,4,317,,Active,,,http://www.redfin.com/MD/Washington/7071-Western-Ave-NW-20015/home/9996619,MRIS,DC10270543,N,Y,38.982161,-77.057744
MLS Listing,,Condo/Co-op,1260 21st St NW #605,Washington,DC,20036,325000,1,1.0,Dupont/central,534,,1966,4,609,740,Active,,,http://www.redfin.com/DC/Washington/1260-21st-St-NW-20036/unit-605/home/9052379,MRIS,DC10271219,N,Y,38.9067683,-77.0469118
MLS Listing,,Condo/Co-op,310 V St NE #1,Washington,DC,20002,699900,3,3.5,Eckington,,,2018,4,,193,Active,,,http://www.redfin.com/DC/Washington/310-V-St-NE-20002/unit-1/home/146049801,MRIS,DC10271204,N,Y,38.918352,-77.001444
MLS Listing,,Townhouse,1452 Ogden St NW,Washington,DC,20010,824500,3,3.5,Columbia Heights,2072,1526,1923,4,398,,Active,,,http://www.redfin.com/DC/Washington/1452-Ogden-St-NW-20010/home/10014899,MRIS,DC10271168,N,Y,38.9347644,-77.0343517
MLS Listing,,Townhouse,920 P St NW,Washington,DC,20001,940000,3,1.5,Old City #2,1632,,1900,4,576,,Active,,,http://www.redfin.com/DC/Washington/920-P-St-NW-20001/home/9877730,MRIS,DC10271163,N,Y,38.9094338,-77.024831
MLS Listing,,Single Family Residential,906 G St SE,Washington,DC,20003,1799000,5,4.5,Capitol Hill,2086,1260,1907,4,862,,Active,,,http://www.redfin.com/DC/Washington/906-G-St-SE-20003/home/9905485,MRIS,DC10271158,N,Y,38.8814683,-76.9933999
MLS Listing,,Townhouse,3231 Sutton Pl NW Unit C,Washington,DC,20016,835000,3,2.5,Wesley Heights,1628,,1980,4,513,661,Active,,,http://www.redfin.com/DC/Washington/3231-Sutton-Pl-NW-20016/unit-C/home/145699559,MRIS,DC10271153,N,Y,38.932411,-77.0848763
MLS Listing,,Single Family Residential,1014 Anderson Pl SE,Washington,DC,20032,599000,3,3.0,Congress Heights,1797,4806,2008,4,333,75,Active,June-24-2018 01:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/1014-Anderson-Pl-SE-20032/home/21646190,MRIS,DC10269731,N,Y,38.8430085,-76.9817002
MLS Listing,,Townhouse,2444 Ontario Rd NW #4,Washington,DC,20009,685000,2,2.0,Adams Morgan / Kalorama,1265,,1918,4,542,175,Active,,,http://www.redfin.com/DC/Washington/2444-Ontario-Rd-NW-20009/unit-4/home/28956309,MRIS,DC10268286,N,Y,38.921815,-77.04047
MLS Listing,,Condo/Co-op,809 6th St NW #55,Washington,DC,20001,610000,2,2.0,Central,906,,2005,4,673,639,Active,,,http://www.redfin.com/DC/Washington/809-6th-St-NW-20001/unit-55/home/10193505,MRIS,DC10267546,N,Y,38.9002866,-77.0195177
MLS Listing,,Townhouse,1695 34th St NW,Washington,DC,20007,2395000,5,4.5,Georgetown,3543,1606,1951,4,676,,Active,June-24-2018 02:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/1695-34th-St-NW-20007/home/9932303,MRIS,DC10268448,N,Y,38.9135206,-77.0678016
MLS Listing,,Townhouse,622 Orleans Pl NE,Washington,DC,20002,625000,3,1.0,Old City #1,1315,1091,1924,4,475,,Active,,,http://www.redfin.com/DC/Washington/622-Orleans-Pl-NE-20002/home/9898140,MRIS,DC10269998,N,Y,38.905144,-76.997561
MLS Listing,,Townhouse,5221 5th St NW,Washington,DC,20011,665000,3,3.5,Petworth,2050,1600,1925,4,324,,Active,,,http://www.redfin.com/DC/Washington/5221-5th-St-NW-20011/home/10061151,MRIS,DC10258563,N,Y,38.9537448,-77.0195107
MLS Listing,,Townhouse,660 E St NE,Washington,DC,20002,869500,4,2.5,Capitol Hill,2163,966,1919,5,402,,Active,,,http://www.redfin.com/DC/Washington/660-E-St-NE-20002/home/9898742,MRIS,DC10271089,N,Y,38.896325,-76.9965239
MLS Listing,,Condo/Co-op,1356 Kenyon St NW Unit B,Washington,DC,20010,449500,2,1.0,Columbia Heights,964,,1900,5,466,373,Active,,,http://www.redfin.com/DC/Washington/1356-Kenyon-St-NW-20010/unit-B/home/10188347,MRIS,DC10271083,N,Y,38.9294675,-77.031338
MLS Listing,,Condo/Co-op,1322 Missouri Ave NW #404,Washington,DC,20011,379900,2,2.0,"16th Street Heights, Brightwood, Petworth",1217,,1958,5,312,473,Active,,,http://www.redfin.com/DC/Washington/1322-Missouri-Ave-NW-20011/unit-404/home/11745040,MRIS,DC10271074,N,Y,38.9614471,-77.0311176
MLS Listing,,Townhouse,707 Oneida Pl NW,Washington,DC,20011,438500,3,2.0,Brightwood,1260,1938,1950,5,348,,Active,,,http://www.redfin.com/DC/Washington/707-Oneida-Pl-NW-20011/home/10052533,MRIS,DC10271070,N,Y,38.962205,-77.022882
MLS Listing,,Condo/Co-op,400 Massachusetts Ave NW #723,Washington,DC,20001,575000,1,1.0,Central,950,,2004,5,605,508,Active,,,http://www.redfin.com/DC/Washington/400-Massachusetts-Ave-NW-20001/unit-723/home/10343524,MRIS,DC10271020,N,Y,38.9002517,-77.0168132
MLS Listing,,Townhouse,1816 Monroe St NW,Washington,DC,20010,1295000,4,3.5,Mount Pleasant,2730,2067,1912,5,474,,Active,,,http://www.redfin.com/DC/Washington/1816-Monroe-St-NW-20010/home/10009966,MRIS,DC10271005,N,Y,38.9330508,-77.0421103
MLS Listing,,Townhouse,1741-- 1743 Gales Pl NE,Washington,DC,20002,619000,2,2.5,Old City #1,1120,1608,1949,5,553,,Active,,,http://www.redfin.com/DC/Washington/1741-1743-Gales-St-NE-20002/home/10112350,MRIS,DC10270969,N,Y,38.898339,-76.978363
MLS Listing,,Townhouse,2515 17th St NW #2,Washington,DC,20009,409000,1,1.0,Mount Pleasant,633,,1899,5,646,161,Active,,,http://www.redfin.com/DC/Washington/2515-17th-St-NW-20009/unit-2/home/21644570,MRIS,DC10270962,N,Y,38.923643,-77.0387143
MLS Listing,,Condo/Co-op,1747 Church St NW Unit B4,Washington,DC,20036,334900,1,1.0,Old City #2,469,,1890,5,714,246,Active,,,http://www.redfin.com/DC/Washington/1747-Church-St-NW-20036/unit-B4/home/9861546,MRIS,DC10268621,N,Y,38.9105271,-77.0399725
MLS Listing,,Townhouse,601 Sheridan St NW,Washington,DC,20011,649000,3,3.5,Brightwood,1621,1760,1925,5,400,,Active,,,http://www.redfin.com/DC/Washington/601-Sheridan-St-NW-20011/home/10055042,MRIS,DC10270805,N,Y,38.966321,-77.021298
MLS Listing,,Townhouse,721 Girard St NW,Washington,DC,20001,675000,3,2.0,Columbia Heights,1384,1375,1910,5,488,,Active,,,http://www.redfin.com/DC/Washington/721-Girard-St-NW-20001/home/10031784,MRIS,DC10270787,N,Y,38.926243,-77.023508
MLS Listing,,Townhouse,322 East Capitol St NE,Washington,DC,20003,2150000,5,3.5,Capitol Hill,4114,1856,1890,5,523,,Active,,,http://www.redfin.com/DC/Washington/322-E-Capitol-St-NE-20003/home/9893818,MRIS,DC10270782,N,Y,38.890139,-77.000939
MLS Listing,,Single Family Residential,233 Oneida St NE,Washington,DC,20011,849900,6,3.5,Riggs Park,4073,4626,1955,5,209,,Active,,,http://www.redfin.com/DC/Washington/233-Oneida-St-NE-20011/home/10078675,MRIS,DC10270764,N,Y,38.9618116,-77.0032988
MLS Listing,,Townhouse,5024 14th St NE,Washington,DC,20017,489950,3,2.5,Riggs Park,1501,2527,1948,5,326,,Active,,,http://www.redfin.com/DC/Washington/5024-14th-St-NE-20017/home/10093157,MRIS,DC10270756,N,Y,38.9509096,-76.9859302
MLS Listing,,Condo/Co-op,3025 Ontario Rd NW #404,Washington,DC,20009,485000,2,2.0,Mount Pleasant,1080,,1949,5,449,696,Active,,,http://www.redfin.com/DC/Washington/3025-Ontario-Rd-NW-20009/unit-404/home/40146897,MRIS,DC10270745,N,Y,38.9260614,-77.0438982
MLS Listing,,Single Family Residential,5270 Loughboro Rd NW,Washington,DC,20016,1849000,6,3.5,Kent,4250,12450,1944,5,435,,Active,,,http://www.redfin.com/DC/Washington/5270-Loughboro-Rd-NW-20016/home/9944350,MRIS,DC10270714,N,Y,38.9355088,-77.1104247
MLS Listing,,Condo/Co-op,-210 P St NW #1,Washington,DC,20001,999900,3,3.0,Truxton Circle,1921,,2018,5,521,245,Active,,,http://www.redfin.com/DC/Washington/210-P-St-NW-20001/unit-1/home/146047573,MRIS,DC10270707,N,Y,38.9094469,-77.0140038
MLS Listing,,Townhouse,,Washington,DC,20009,1665000,3,3.0,Dupont,2400,,1890,5,694,,Active,,,http://www.redfin.com/DC/Washington/Undisclosed-address-20009/home/9059841,MRIS,DC10270689,N,Y,38.9120616,-77.0437407
MLS Listing,,Condo/Co-op,3001 Veazey Ter NW #920,Washington,DC,20008,489000,2,2.0,Forest Hills,1385,,1967,5,353,991,Active,,,http://www.redfin.com/DC/Washington/3001-Veazey-Ter-NW-20008/unit-920/home/146047501,MRIS,DC10270680,N,Y,38.944961,-77.0618224
MLS Listing,,Condo/Co-op,1731 S St NW #1,Washington,DC,20009,489000,2,1.0,Old City #2,860,,1900,5,569,435,Active,,,http://www.redfin.com/DC/Washington/1731-S-St-NW-20009/unit-1/home/9859194,MRIS,DC10270682,N,Y,38.9143623,-77.0405147
MLS Listing,,Townhouse,3517 17th St NW #10,Washington,DC,20010,595000,1,1.5,Mount Pleasant,1100,,1982,5,541,323,Active,,,http://www.redfin.com/DC/Washington/3517-17th-St-NW-20010/unit-10/home/145843648,MRIS,DC10270637,N,Y,38.9361022,-77.0389308
MLS Listing,,Townhouse,630 Totten Mews NE,Washington,DC,20017,592840,3,3.5,Brookland,2150,1800,2018,5,276,200,Active,,,http://www.redfin.com/DC/Washington/601-Totten-Mews-NE-20017/home/145427695,MRIS,DC10270619,N,Y,38.9479652,-76.9988193
MLS Listing,,Townhouse,,Washington,DC,20019,270400,3,1.5,Deanwood,1271,3750,1939,5,213,,Active,,,http://www.redfin.com/DC/Washington/Undisclosed-address-20019/home/10133040,MRIS,DC10270604,N,Y,38.889428,-76.928666
MLS Listing,,Townhouse,1761 Willard St NW,Washington,DC,20009,1888750,5,3.5,Dupont Circle,4498,1622,1900,5,420,,Active,,,http://www.redfin.com/DC/Washington/1761-Willard-St-NW-20009/home/9857382,MRIS,DC10270593,N,Y,38.9164687,-77.0407019
MLS Listing,,Townhouse,953 25th St NW,Washington,DC,20037,969000,2,2.5,Foggy Bottom,1200,836,1911,5,808,,Active,,,http://www.redfin.com/DC/Washington/953-25th-St-NW-20037/home/9043765,MRIS,DC10270589,N,Y,38.902104,-77.0530621
MLS Listing,,Condo/Co-op,929 Florida Ave NW #4002,Washington,DC,20001,539900,2,1.5,U Street,800,,2006,5,675,431,Active,,,http://www.redfin.com/DC/Washington/929-Florida-Ave-NW-20001/unit-4002/home/23060511,MRIS,DC10270578,N,Y,38.918709,-77.0241962
MLS Listing,,Condo/Co-op,3500 13th St NW #507,Washington,DC,20010,359000,1,1.0,Columbia Heights,560,,1928,5,641,272,Active,,,http://www.redfin.com/DC/Washington/3500-13th-St-NW-20010/unit-507/home/11745097,MRIS,DC10270553,N,Y,38.9324552,-77.0301341
MLS Listing,,Single Family Residential,511 Alabama Ave SE,Washington,DC,20032,299000,4,2.5,Congress Heights,1512,2155,1915,5,198,,Active,,,http://www.redfin.com/DC/Washington/511-Alabama-Ave-SE-20032/home/10165460,MRIS,DC10270540,N,Y,38.8429241,-76.9988331
MLS Listing,,Townhouse,416 Gallatin St NW,Washington,DC,20011,799000,4,3.5,Petworth,1962,1710,1927,5,407,,Active,,,http://www.redfin.com/DC/Washington/416-Gallatin-St-NW-20011/home/10060977,MRIS,DC10258797,N,Y,38.951863,-77.018947
MLS Listing,,Single Family Residential,1325 Tuckerman St NW,Washington,DC,20011,625000,4,3.0,Brightwood,1584,4347,1939,5,395,,Active,,,http://www.redfin.com/DC/Washington/1325-Tuckerman-St-NW-20011/home/10023055,MRIS,DC10270466,N,Y,38.967785,-77.030876
MLS Listing,,Condo/Co-op,1225 13th St NW #407,Washington,DC,20005,409900,1,1.0,Old City #2,643,,2003,5,637,348,Active,,,http://www.redfin.com/DC/Washington/1225-13th-St-NW-20005/unit-407/home/10189479,MRIS,DC10270446,N,Y,38.9065874,-77.0291445
MLS Listing,,Condo/Co-op,1708 Newton St NW #303,Washington,DC,20010,309000,1,1.0,Mount Pleasant,500,,1922,5,618,318,Active,,,http://www.redfin.com/DC/Washington/1708-Newton-St-NW-20010/unit-303/home/10349403,MRIS,DC10268308,N,Y,38.9340467,-77.0391079
MLS Listing,,Townhouse,1306 Shepherd St NW,Washington,DC,20011,779000,4,3.5,Columbia Heights,1620,1800,1911,5,481,,Active,,,http://www.redfin.com/DC/Washington/1306-Shepherd-St-NW-20011/home/10025845,MRIS,DC10269906,N,Y,38.9395483,-77.0301678
MLS Listing,,Townhouse,5275 Nebraska Ave NW,Washington,DC,20015,865000,3,2.5,Chevy Chase,1188,2430,1940,5,728,,Active,,,http://www.redfin.com/DC/Washington/5275-Nebraska-Ave-NW-20015/home/9977713,MRIS,DC10270384,N,Y,38.958851,-77.067558
MLS Listing,,Condo/Co-op,1330 New Hampshire Ave NW #501,Washington,DC,20036,499900,2,1.0,Dupont,735,,1963,5,680,649,Active,,,http://www.redfin.com/DC/Washington/1330-New-Hampshire-Ave-NW-20036/unit-501/home/9056953,MRIS,DC10270364,N,Y,38.9083086,-77.0451575
MLS Listing,,Single Family Residential,3716 31st Pl NE,Washington,DC,20018,665000,4,3.5,Woodridge,1286,174240000,1926,5,517,,Active,,,http://www.redfin.com/DC/Washington/3716-31st-Pl-NE-20018/home/10105304,MRIS,DC10270359,N,Y,38.9356308,-76.9646436
MLS Listing,,Condo/Co-op,2939 Van Ness St NW #208,Washington,DC,20008,275000,1,1.0,Forest Hills,815,,1964,5,337,698,Active,,,http://www.redfin.com/DC/Washington/2939-Van-Ness-St-NW-20008/unit-208/home/144844511,MRIS,DC10270339,N,Y,38.9443887,-77.0601806
MLS Listing,,Condo/Co-op,1301 20th St NW #902,Washington,DC,20036,390000,1,1.0,Central,632,,1973,5,617,615,Active,,,http://www.redfin.com/DC/Washington/1301-20th-St-NW-20036/unit-902/home/9060415,MRIS,DC10270283,N,Y,38.9076058,-77.0446178
MLS Listing,,Townhouse,1815 Kilbourne Pl NW,Washington,DC,20010,999555,3,3.0,Mount Pleasant,2500,1824,1912,5,400,,Active,,,http://www.redfin.com/DC/Washington/1815-Kilbourne-Pl-NW-20010/home/10008658,MRIS,DC10270270,N,Y,38.930834,-77.04214
MLS Listing,,Condo/Co-op,129 Varnum St NW #1,Washington,DC,20012,649900,3,3.0,Petworth,1662,,2018,5,391,456,Active,,,http://www.redfin.com/DC/Washington/129-Varnum-St-NW-20011/unit-1/home/144676524,MRIS,DC10270231,N,Y,38.943585,-77.013449
MLS Listing,,Condo/Co-op,1851 Columbia Rd NW #307,Washington,DC,20009,399000,1,1.0,Kalorama,640,,1902,5,623,464,Active,,,http://www.redfin.com/DC/Washington/1851-Columbia-Rd-NW-20009/unit-307/home/145916802,MRIS,DC10270233,N,Y,38.9209465,-77.0440781
MLS Listing,,Townhouse,5019 8th St NW,Washington,DC,20011,779000,3,3.5,Petworth,1336,1440,1925,5,583,,Active,June-24-2018 01:00 PM,June-24-2018 04:00 PM,http://www.redfin.com/DC/Washington/5019-8th-St-NW-20011/home/10051761,MRIS,DC10270211,N,Y,38.9514985,-77.0235777
MLS Listing,,Townhouse,1409 Oak St NW,Washington,DC,20010,850000,3,2.5,Columbia Heights,2112,1940,1922,5,402,,Active,,,http://www.redfin.com/DC/Washington/1409-Oak-St-NW-20010/home/10014874,MRIS,DC10270202,N,Y,38.9343456,-77.0339329
